"","gene","len"
"3949","SPBC1A4.11c",1.108
"3950","SPAC30.03c",1.264
"3951","SPNCRNA.857",2.172
"3952","SPBC839.11c",3.446
"3953","SPBC685.09",1.846
"3954","SPAC1783.04c",1.62
"3955","SPNCRNA.147",0.358
"3956","SPCC417.07c",3.823
"3957","SPBC21C3.02c",1.936
"3958","SPBP8B7.30c",2.82
"3959","SPCC74.02c",3.635
"3960","SPAC22A12.08c",1.976
"3961","SPAC17H9.11",0.999
"3962","SPCC663.17",1.87
"3963","SPNCRNA.1593",1.488
"3964","SPBC725.04",2.202
"3965","SPAC13G6.08",2.331
"3966","SPAC6G9.04",5.093
"3967","SPBC83.16c",2.813
"3968","SPAC1486.06",1.959
"3969","SPAC688.13",1.723
"3970","SPBC660.10",2.525
"3971","SPNCRNA.1197",1.236
"3972","SPAC630.04c",3.102
"3973","SPNCRNA.604",1.073
"3974","SPBC3D6.10",2.689
"3975","SPBC31F10.02",0.828
"3976","SPBC1347.08c",3.367
"3977","SPBC11G11.05",0.912
"3978","SPNCRNA.990",3.047
"3979","SPNCRNA.760",1.732
"3980","SPBC2D10.04",3.543
"3981","SPNCRNA.1634",1.474
"3982","SPBC13G1.06c",0.934
"3983","SPNCRNA.1164",5.123
"3984","SPNCRNA.626",1.608
"3985","SPNCRNA.674",1.84
"3986","SPAC17G8.10c",1.844
"3987","SPCC1442.19",1.436
"3988","SPAC22G7.03",0.827
"3989","SPAC23D3.16",0.91
"3990","SPBC29A3.16",1.195
"3991","SPCC63.11",2.314
"3992","SPBP35G2.03c",1.032
"3993","SPAC29A4.18",1.685
"3994","SPAC17H9.17c",1.3
"3995","SPNCRNA.1324",3.627
"3996","SPNCRNA.788",0.449
"3997","SPNCRNA.1089",1.47
"3998","SPNCRNA.277",0.697
"3999","SPAC20H4.03c",1.523
"4000","SPAC24B11.09",2.87
"4001","SPAC167.06c",0.84
"4002","SPNCRNA.1640",1.948
"4003","SPNCRNA.978",0.589
"4004","SPBC1539.10",1.085
"4005","SPAC1B2.04",1.399
"4006","SPBC1778.09",2.003
"4007","SPAC688.03c",0.873
"4008","SPAP27G11.12",2.765
"4009","SPNCRNA.1044",3.408
"4010","SPCC24B10.03",1.126
"4011","SPAC3G6.03c",1.857
"4012","SPAC19B12.11c",0.866
"4013","SPBTRNAMET.06",0.072
"4014","SPNCRNA.825",1.125
"4015","SPNCRNA.02",0.445
"4016","SPBC1683.02",1.849
"4017","SPBC32F12.06",3.012
"4018","SPAC2E1P5.02c",0.876
"4019","SPCC1672.09",2.41
"4020","SPNCRNA.894",0.785
"4021","SPAC823.07",1.133
"4022","SPBC18H10.19",2.111
"4023","SPAC1F12.04c",0.83
"4024","SPAC27E2.06c",2.317
"4025","SPAC926.05c",0.823
"4026","SPAC29B12.06c",1.608
"4027","SPAP19A11.05c",1.361
"4028","SPBC13G1.01c",1.131
"4029","SPBP8B7.02",1.127
"4030","SPBC29B5.01",3.669
"4031","SPAC16.04",2.111
"4032","SPBC21C3.19",0.942
"4033","SPAPB17E12.11",1.403
"4034","SPSNORNA.22",0.081
"4035","SPAC1687.08",0.291
"4036","SPBC21H7.03c",1.902
"4037","SPBC19C7.03",5.485
"4038","SPCC594.06c",1.435
"4039","SPAC227.18",1.721
"4040","SPBC16A3.05c",1.987
"4041","SPBC24C6.10c",1.924
"4042","SPBC1271.08c",2.1
"4043","SPAC3A11.04",3.686
"4044","SPNCRNA.706",2.421
"4045","SPBC17D11.06",1.887
"4046","SPBC14C8.17c",2.383
"4047","SPNCRNA.969",2.464
"4048","SPAC26F1.14c",2.231
"4049","SPAC17G6.09",1.501
"4050","SPBC17G9.05",1.717
"4051","SPBC30B4.04c",2.763
"4052","SPNCRNA.1273",1.808
"4053","SPCC970.06",1.851
"4054","SPAC806.06c",2.869
"4055","SPAC13G7.04c",3.184
"4056","SPBC2G5.02c",2.358
"4057","SPBC83.12",1.154
"4058","SPAC1F12.09",1.859
"4059","SPBC409.11",1.763
"4060","SPNCRNA.953",1.818
"4061","SPAC11E3.05",4.314
"4062","SPAC6G9.16c",1.396
"4063","SPAC15A10.15",2.502
"4064","SPAC23C11.17",1.818
"4065","SPCC18.06c",1.504
"4066","SPBC2G2.01c",2.529
"4067","SPBP35G2.12",1.411
"4068","SPAC2G11.15c",1.154
"4069","SPBC409.07c",2.903
"4070","SPNCRNA.1629",2.372
"4071","SPCC14G10.01",1.307
"4072","SPBC25H2.14",1.065
"4073","SPNCRNA.1365",0.922
"4074","SPCC4G3.07c",2.068
"4075","SPAC26H5.13c",3.024
"4076","SPNCRNA.929",0.704
"4077","SPNCRNA.1252",3.219
"4078","SPCC663.09c",1.695
"4079","SPBC29A10.11c",2.147
"4080","SPAC15A10.08",2.223
"4081","SPNCRNA.1570",2.344
"4082","SPBC19C2.04c",2.301
"4083","SPBC25D12.03c",2.422
"4084","SPAPJ696.02",1.802
"4085","SPAC343.06c",1.401
"4086","SPNCRNA.199",0.543
"4087","SPBPB21E7.08",1.31
"4088","SPBC1773.10c",1.981
"4089","SPBC3D6.13c",2.675
"4090","SPCC965.13",4.305
"4091","SPCC1753.03c",2.019
"4092","SPAC15A10.01",4.217
"4093","SPNCRNA.1668",1.461
"4094","SPBC3E7.16c",2.272
"4095","SPAC4G8.04",2.801
"4096","SPBC13G1.07",1.38
"4097","SPNCRNA.1633",2.498
"4098","SPNCRNA.618",1.066
"4099","SPATRNALEU.04",0.079
"4100","SPAC637.04",3.461
"4101","SPAC12B10.11",1.713
"4102","SPBC1677.03c",2.443
"4103","SPNCRNA.1296",0.85
"4104","SPBC16A3.14",1.162
"4105","SPNCRNA.230",1.082
"4106","SPNCRNA.943",0.735
"4107","SPCC18B5.04",0.814
"4108","SPCC1183.01",3.267
"4109","SPBC32H8.10",2.67
"4110","SPNCRNA.651",0.96
"4111","SPCC126.14",2.568
"4112","SPCC569.09",0.886
"4113","SPBC244.01c",3.835
"4114","SPBC18A7.01",1.58
"4115","SPCC794.02",4.151
"4116","SPAC343.03",1.379
"4117","SPAC1B3.14",1.134
"4118","SPAC25G10.01",2.195
"4119","SPBC3F6.02c",1.572
"4120","SPAC14C4.09",2.014
"4121","SPAC27D7.13c",2.013
"4122","SPBC216.02",3.294
"4123","SPNCRNA.1389",1.46
"4124","SPCC1442.13c",1.313
"4125","SPAC11E3.02c",4.128
"4126","SPBC6B1.04",3.273
"4127","SPAC17A2.01",2.386
"4128","SPNCRNA.1106",0.818
"4129","SPAC2F3.05c",1.326
"4130","SPAC458.05",2.627
"4131","SPNCRNA.1494",1.827
"4132","SPAC3G9.13c",6.775
"4133","SPAC18B11.08c",0.814
"4134","SPAC25B8.10",1.425
"4135","SPAC144.02",1.451
"4136","SPBC409.16c",1.365
"4137","SPBC409.17c",1.349
"4138","SPBC2F12.02c",1.53
"4139","SPNCRNA.584",2.229
"4140","SPAC139.05",2.183
"4141","SPAC4F8.15",2.755
"4142","SPCC777.17c",1.185
"4143","SPBC4F6.15c",1.425
"4144","SPBC16H5.13",3.962
"4145","SPAPB18E9.02c",5.898
"4146","SPCC63.04",4.204
"4147","SPAC1F7.06",1.943
"4148","SPAC12B10.02c",0.816
"4149","SPAC1D4.10",3.209
"4150","SPAC2G11.10c",1.811
"4151","SPCC1620.02",2.277
"4152","SPBC27B12.10c",0.771
"4153","SPBC25B2.03",2.881
"4154","SPAC25B8.08",1.978
"4155","SPNCRNA.966",0.44
"4156","SPBC13G1.08c",2.494
"4157","SPNCRNA.649",0.528
"4158","SPNCRNA.105",0.194
"4159","SPBC1D7.03",2.095
"4160","SPCC613.01",1.839
"4161","SPBC947.12",2.093
"4162","SPCC1235.06",1.334
"4163","SPBP8B7.27",3.519
"4164","SPAC1B3.18c",1.409
"4165","SPNCRNA.1549",0.543
"4166","SPAC7D4.14c",2.037
"4167","SPCC1739.02c",1.053
"4168","SPCC548.05c",2.404
"4169","SPBC685.08",0.782
"4170","SPBC887.16",0.382
"4171","SPAC4H3.03c",2.922
"4172","SPAC31G5.11",0.708
"4173","SPBC3B8.05",1.657
"4174","SPAPB1A10.02",2.408
"4175","SPNCRNA.181",0.339
"4176","SPCC1183.06",1.415
"4177","SPBC17G9.12c",1.888
"4178","SPNCRNA.1450",1.167
"4179","SPNCRNA.1157",1.956
"4180","SPBC336.03",3.864
"4181","SPNCRNA.1111",0.934
"4182","SPNCRNA.455",0.092
"4183","SPNCRNA.166",0.428
"4184","SPBC651.11c",1.622
"4185","SPBC3E7.04c",2.165
"4186","SPBC146.14c",3.282
"4187","SPAC323.04",2.066
"4188","SPBC36.01c",4.192
"4189","SPCC11E10.03",1.653
"4190","SPNCRNA.1381",1.781
"4191","SPCC18.01c",4.783
"4192","SPBC3B9.09",2.051
"4193","SPSNORNA.44",0.144
"4194","SPCC1223.04c",1.235
"4195","SPNCRNA.1285",3.145
"4196","SPNCRNA.992",4.306
"4197","SPAC24C9.10c",0.978
"4198","SPCC126.09",2.452
"4199","SPCC16A11.09c",1.287
"4200","SPCC970.12",0.88
"4201","SPAC458.04c",1.482
"4202","SPBC36.02c",4.718
"4203","SPCC16A11.11",0.667
"4204","SPAC664.10",3.004
"4205","SPAC5D6.05",1.104
"4206","SPCC306.02c",1.285
"4207","SPAC3A12.17c",1.506
"4208","SPCC645.03c",1.154
"4209","SPAC13G6.03",4.139
"4210","SPBC29A3.14c",3.694
"4211","SPBC32C12.03c",2.061
"4212","SPBC3B8.11",3.012
"4213","SPAC4F8.02c",1.302
"4214","SPAC23A1.20",0.521
"4215","SPBC582.05c",2.854
"4216","SPCC830.08c",1.453
"4217","SPAC1610.04",2.092
"4218","SPNCRNA.81",0.258
"4219","SPAC1B3.07c",1.261
"4220","SPBC30D10.16",1.464
"4221","SPCC970.09",5.968
"4222","SPAC4F10.03c",1.451
"4223","SPNCRNA.1685",1.359
"4224","SPAC1527.01",7.475
"4225","SPBC1718.01",2.79
"4226","SPBC428.05c",1.652
"4227","SPAC513.05",5.799
"4228","SPAC959.11",1.157
"4229","SPAC959.04c",2.265
"4230","SPCC70.02c",0.735
"4231","SPBC887.15c",1.829
"4232","SPCC1620.05",5.841
"4233","SPNCRNA.1130",0.667
"4234","SPAP27G11.14c",2.725
"4235","SPAC1002.07c",1.438
"4236","SPCC1450.02",2.908
"4237","SPAC1952.11c",3.13
"4238","SPNCRNA.1496",0.674
"4239","SPBC1A4.04",2.395
"4240","SPBC660.09",0.581
"4241","SPAC22G7.11c",0.706
"4242","SPNCRNA.1492",1.348
"4243","SPBC106.08c",1.685
"4244","SPBC16G5.10",2.213
"4245","SPAC25B8.09",1.108
"4246","SPAC3F10.06c",1.641
"4247","SPAC1952.17c",2.404
"4248","SPAC6G9.12",2.177
"4249","SPAC16E8.08",1.445
"4250","SPCC550.13",2.429
"4251","SPAC11D3.11c",2.366
"4252","SPBC1778.08c",1.171
"4253","SPCC1322.03",3.909
"4254","SPNCRNA.122",0.462
"4255","SPAC15E1.02c",0.56
"4256","SPCC162.08c",5.731
"4257","SPCC1450.09c",4.049
"4258","SPAC644.07",1.751
"4259","SPCC188.03",3.782
"4260","SPNCRNA.45",0.803
"4261","SPRRNA.32",0.44
"4262","SPNCRNA.1006",1.662
"4263","SPCC613.04c",2.607
"4264","SPAC23A1.06c",2.347
"4265","SPAC2F3.02",2.807
"4266","SPAC1F3.10c",4.533
"4267","SPAC1952.01",1.95
"4268","SPAC17G6.12",2.802
"4269","SPAPB1E7.09",2.577
"4270","SPCC1494.03",2.095
"4271","SPNCRNA.1476",1.85
"4272","SPBC16E9.09c",1.132
"4273","SPNCRNA.646",0.946
"4274","SPCC550.12",1.744
"4275","SPAC24B11.08c",1.878
"4276","SPBC19C7.01",1.414
"4277","SPNCRNA.1643",2.361
"4278","SPBC9B6.09c",2.605
"4279","SPAC8C9.06c",5.092
"4280","SPAC23H4.02",2.177
"4281","SPAC10F6.07c",0.567
"4282","SPAC30D11.10",2.095
"4283","SPAC140.01",1.317
"4284","SPBC15D4.07c",2.279
"4285","SPCC1450.10c",2.136
"4286","SPCC576.17c",2.421
"4287","SPNCRNA.1159",1.004
"4288","SPAC4F10.04",1.455
"4289","SPNCRNA.37",0.399
"4290","SPBC1105.15c",1.674
"4291","SPNCRNA.873",0.728
"4292","SPAC23E2.03c",2.744
"4293","SPBC29A3.17",2.533
"4294","SPCC11E10.09c",5.699
"4295","SPNCRNA.818",1.12
"4296","SPBC83.06c",0.67
"4297","SPNCRNA.1688",1.216
"4298","SPAC227.04",0.941
"4299","SPAC27E2.01",2.29
"4300","SPCC4E9.01c",3.618
"4301","SPAC23C4.14",1.594
"4302","SPAC3A12.02",1.156
"4303","SPBC3B9.14c",1.387
"4304","SPNCRNA.1448",2.01
"4305","SPAC343.14c",1.546
"4306","SPNCRNA.1580",1.67
"4307","SPACUNK4.17",1.91
"4308","SPAC22F3.09c",2.637
"4309","SPNCRNA.795",2.529
"4310","SPNCRNA.1452",0.598
"4311","SPCC1235.03",1.839
"4312","SPBC530.13",1.808
"4313","SPBC2D10.09",1.65
"4314","SPCC965.12",1.956
"4315","SPAC22E12.08",1.214
"4316","SPAC1952.09c",2.821
"4317","SPAC29E6.09",1.317
"4318","SPNCRNA.918",2.726
"4319","SPAPB2B4.04c",5.741
"4320","SPAC18G6.09c",2.554
"4321","SPCC70.05c",5.121
"4322","SPCC191.06",2.605
"4323","SPNCRNA.1555",1.005
"4324","SPNCRNA.745",0.609
"4325","SPAC3H1.06c",4.109
"4326","SPBC28F2.09",1.511
"4327","SPCTRNAVAL.11",0.073
"4328","SPCC297.03",3.877
"4329","SPCC18B5.03",4.048
"4330","SPAPB1E7.04c",4.125
"4331","SPAC222.07c",2.429
"4332","SPAC630.03",1.891
"4333","SPBC18H10.10c",2.551
"4334","SPATRNALYS.01",0.083
"4335","SPAC6B12.03c",1.221
"4336","SPNCRNA.1093",0.896
"4337","SPNCRNA.789",1.006
"4338","SPAC9.05",5.425
"4339","SPCC1906.01",1.456
"4340","SPAC24H6.03",3.089
"4341","SPAC3A12.14",1.676
"4342","SPBC336.06c",1.546
"4343","SPBC21.04",2.837
"4344","SPBC800.07c",2.992
"4345","SPNCRNA.1015",1.764
"4346","SPNCRNA.51",0.282
"4347","SPAC15E1.04",2.163
"4348","SPBC1604.18c",1.676
"4349","SPAC328.01c",4.521
"4350","SPAC1F3.05",2.317
"4351","SPBC23G7.08c",2.969
"4352","SPAC3F10.11c",4.7
"4353","SPNCRNA.1428",2.545
"4354","SPBC1289.04c",3.476
"4355","SPCC126.12",1.609
"4356","SPNCRNA.1535",0.765
"4357","SPCC1281.07c",1.593
"4358","SPBPB10D8.01",2.459
"4359","SPNCRNA.427",0.536
"4360","SPBC13E7.10c",2.582
"4361","SPAC4A8.10",3.216
"4362","SPCC1393.02c",1.843
"4363","SPBC21H7.02",1.18
"4364","SPNCRNA.1101",2.268
"4365","SPNCRNA.839",2.24
"4366","SPBC11B10.06",1.194
"4367","SPBC1734.02c",1.821
"4368","SPAC17A5.04c",1.753
"4369","SPCC1739.01",4.585
"4370","SPAC27D7.12c",1.06
"4371","SPCC1393.11",2.214
"4372","SPBPB2B2.12c",3.547
"4373","SPAC8E11.07c",0.986
"4374","SPNCRNA.1140",1.913
"4375","SPNCRNA.516",2.097
"4376","SPBC947.04",4.262
"4377","SPSNORNA.24",0.078
"4378","SPAC29B12.14c",2.906
"4379","SPAC1B1.01",2.087
"4380","SPAC17A5.10",1.905
"4381","SPAC328.03",2.208
"4382","SPAP27G11.15",2.724
"4383","SPNCRNA.1181",2.312
"4384","SPBC691.01",1.52
"4385","SPAC3G9.10c",1.219
"4386","SPCC191.01",1.918
"4387","SPAC17A5.09c",1.405
"4388","SPAC19G12.03",2.145
"4389","SPBC12D12.05c",1.841
"4390","SPAC17G6.13",1.516
"4391","SPAC1B3.04c",2.531
"4392","SPNCRNA.815",1.847
"4393","SPAC1F8.04c",1.545
"4394","SPAC11G7.02",3.115
"4395","SPATRNALEU.03",0.097
"4396","SPCC569.06",2.043
"4397","SPAC890.02c",2.119
"4398","SPBC30D10.09c",1.032
"4399","SPBC21D10.08c",1.819
"4400","SPAP27G11.07c",0.991
"4401","SPNCRNA.1279",3.757
"4402","SPNCRNA.759",0.825
"4403","SPCC757.04",2.559
"4404","SPNCRNA.786",0.728
"4405","SPCC622.19",1.788
"4406","SPAC4G8.05",2.165
"4407","SPAC30C2.07",2.888
"4408","SPBC83.07",2.968
"4409","SPAC9G1.09",5.573
"4410","SPNCRNA.840",1.535
"4411","SPSNORNA.25",0.095
"4412","SPCC645.10",2.403
"4413","SPCC1739.08c",2.609
"4414","SPBP35G2.06c",3.88
"4415","SPBC13G1.14c",1.206
"4416","SPAC222.10c",2.554
"4417","SPNCRNA.941",1.021
"4418","SPNCRNA.236",0.778
"4419","SPAC959.06c",0.678
"4420","SPCC11E10.02c",1.601
"4421","SPBC32F12.04",3.025
"4422","SPAC4D7.02c",1.644
"4423","SPCC2H8.05c",1.472
"4424","SPNCRNA.881",0.978
"4425","SPNCRNA.768",0.567
"4426","SPAC1399.02",2.694
"4427","SPCC1672.04c",1.439
"4428","SPAC25G10.04c",2.519
"4429","SPBC4B4.07c",1.447
"4430","SPCC1259.13",4.645
"4431","SPBC21C3.12c",0.891
"4432","SPBC1289.16c",2.629
"4433","SPBC8D2.07c",2.568
"4434","SPBC8D2.09c",0.768
"4435","SPBC23E6.01c",1.882
"4436","SPBC17A3.09c",2.57
"4437","SPAC1952.13",2.524
"4438","SPAC4H3.02c",1.583
"4439","SPNCRNA.850",1.135
"4440","SPAC25B8.02",1.255
"4441","SPCC4G3.05c",1.995
"4442","SPAC2C4.12c",1.768
"4443","SPBC20F10.07",3.137
"4444","SPBC19G7.13",2.587
"4445","SPAC17C9.10",2.046
"4446","SPAC26A3.02",2.891
"4447","SPCC1919.07",1.453
"4448","SPAC607.09c",1.27
"4449","SPBP22H7.06",2.049
"4450","SPNCRNA.438",1.198
"4451","SPCC4B3.20",0.332
"4452","SPAC13F5.07c",1.337
"4453","SPBC1703.12",2.666
"4454","SPNCRNA.1575",1.808
"4455","SPAPB1A11.01",3.126
"4456","SPNCRNA.1565",1.462
"4457","SPNCRNA.1563",2.522
"4458","SPAC8F11.07c",2.116
"4459","SPBC12C2.10c",5.079
"4460","SPNCRNA.1622",1.92
"4461","SPAC2F3.08",3.026
"4462","SPNCRNA.178",1.21
"4463","SPBC16C6.09",2.695
"4464","SPBC3H7.02",3.818
"4465","SPAC19D5.01",2.837
"4466","SPAC12G12.03",3.093
"4467","SPAC8F11.06",1.266
"4468","SPCC4G3.14",2.337
"4469","SPAC3C7.01c",2.238
"4470","SPAC5H10.06c",1.878
"4471","SPBC646.16",1.024
"4472","SPCC1223.03c",2.707
"4473","SPCC70.03c",2.364
"4474","SPAC13D6.01",1.632
"4475","SPBP8B7.15c",2.79
"4476","SPAC19A8.09",0.613
"4477","SPNCRNA.949",3.388
"4478","SPAP27G11.08c",1.229
"4479","SPAC6G9.01c",1.315
"4480","SPNCRNA.970",1.391
"4481","SPBC725.03",1.305
"4482","SPAC23E2.01",3.521
"4483","SPAC12G12.12",1.476
"4484","SPNCRNA.1177",4.349
"4485","SPCC576.02",2.852
"4486","SPBC947.03c",2.696
"4487","SPAC15A10.02",2.071
"4488","SPCC613.07",1.746
"4489","SPAC23H4.12",1.73
"4490","SPAC29B12.08",4.227
"4491","SPAC1783.06c",0.842
"4492","SPNCRNA.960",1.394
"4493","SPBC1685.05",4.66
"4494","SPAC26A3.06",1.092
"4495","SPNCRNA.1039",1.279
"4496","SPNCRNA.256",0.493
"4497","SPBC32H8.03",1.293
"4498","SPAC20G4.08",3.583
"4499","SPBC1734.14c",1.315
"4500","SPCC23B6.02c",0.924
"4501","SPBC12D12.04c",4.176
"4502","SPNCRNA.625",1.862
"4503","SPCC737.04",2.49
"4504","SPAC31G5.10",1.71
"4505","SPBC21C3.01c",9.886
"4506","SPNCRNA.1203",4.422
"4507","SPAC6F12.03c",1.276
"4508","SPBC15C4.04c",2.335
"4509","SPBTRNAGLY.03",0.071
"4510","SPBC8D2.12c",1.853
"4511","SPAC607.06c",2.047
"4512","SPBC28F2.11",1.649
"4513","SPNCRNA.1141",0.783
"4514","SPBC354.09c",3.326
"4515","SPNCRNA.633",1.381
"4516","SPAC5H10.10",1.88
"4517","SPAC7D4.12c",2.847
"4518","SPAC110.05",1.958
"4519","SPBP23A10.13",3.314
"4520","SPNCRNA.392",0.308
"4521","SPBC2F12.15c",1.264
"4522","SPAC19A8.02",3.999
"4523","SPBC21D10.10",1.17
"4524","SPSNORNA.12",0.084
"4525","SPBC27.01c",0.798
"4526","SPNCRNA.1239",1.055
"4527","SPAC6F12.14",2.229
"4528","SPNCRNA.1528",1.179
"4529","SPBP23A10.14c",2.564
"4530","SPBP4H10.20",1.602
"4531","SPNCRNA.1663",1.65
"4532","SPBC28E12.06c",8.148
"4533","SPCC18.08",2.953
"4534","SPNCRNA.228",0.674
"4535","SPAC1610.02c",1.095
"4536","SPBP8B7.13",1.344
"4537","SPCC1840.12",2.49
"4538","SPBC12C2.03c",2.647
"4539","SPNCRNA.671",4.025
"4540","SPAC688.04c",1.29
"4541","SPAC3G9.05",2.783
"4542","SPCC1672.14",1.324
"4543","SPBC354.15",1.983
"4544","SPCC306.06c",1.549
"4545","SPAC24B11.14",0.592
"4546","SPBC31F10.07",1.735
"4547","SPBC16C6.01c",2.022
"4548","SPBC543.05c",2.081
"4549","SPAC1002.05c",2.25
"4550","SPBC2D10.20",4.013
"4551","SPNCRNA.137",0.441
"4552","SPAC869.11",2.658
"4553","SPBC36B7.04",1.536
"4554","SPAC9.06c",1.215
"4555","SPAC644.14c",2.174
"4556","SPNCRNA.647",1.747
"4557","SPNCRNA.1145",0.885
"4558","SPBC106.13",1.705
"4559","SPNCRNA.1073",0.499
"4560","SPBC887.02",5.012
"4561","SPBC18H10.05",2.727
"4562","SPAC12B10.15c",0.555
"4563","SPNCRNA.669",1.102
"4564","SPATRNAASP.01",0.071
"4565","SPBC1734.06",2.179
"4566","SPAC926.10",0.174
"4567","SPNCRNA.716",1.463
"4568","SPBC56F2.09c",2.135
"4569","SPNCRNA.107",0.305
"4570","SPNCRNA.380",1.284
"4571","SPAC4F10.11",2.202
"4572","SPAC9G1.12",2.629
"4573","SPBC800.12c",1.345
"4574","SPAC23H3.04",1.202
"4575","SPBC17D1.04",1.625
"4576","SPBC11G11.01",1.71
"4577","SPNCRNA.69",1.61
"4578","SPAC1250.02",0.922
"4579","SPNCRNA.1676",1.071
"4580","SPNCRNA.683",2.531
"4581","SPNCRNA.1064",1.914
"4582","SPNCRNA.1115",3.95
"4583","SPNCRNA.458",2.769
"4584","SPBC18H10.07",3.604
"4585","SPAC3C7.05c",1.901
"4586","SPNCRNA.1693",1.182
"4587","SPNCRNA.444",0.744
"4588","SPAC1F8.05",1.006
"4589","SPBPB21E7.07",1.155
"4590","SPCC320.13c",1.412
"4591","SPBC409.06",1.401
"4592","SPBC29A3.06",1.923
"4593","SPNCRNA.1124",0.963
"4594","SPAC29A4.20",2.121
"4595","SPCC1020.09",1.606
"4596","SPAC2H10.01",2.972
"4597","SPAC1F7.03",3.026
"4598","SPCC330.10",1.353
"4599","SPAC9E9.05",2.207
"4600","SPAC1B3.06c",1.428
"4601","SPNCRNA.1158",1.926
"4602","SPAC17G6.11c",3.728
"4603","SPAC19A8.12",2.886
"4604","SPAC24C9.14",4.377
"4605","SPBC428.13c",0.763
"4606","SPAC20G8.01",2.725
"4607","SPNCRNA.636",4.062
"4608","SPAC30D11.04c",3.699
"4609","SPCC1442.08c",0.725
"4610","SPBC25H2.03",2.969
"4611","SPAC15A10.06",2.666
"4612","SPBC1683.11c",2.094
"4613","SPBTRNAARG.07",0.073
"4614","SPBP23A10.04",2.626
"4615","SPATRNAVAL.02",0.073
"4616","SPAC22H12.03",1.233
"4617","SPCC70.07c",1.821
"4618","SPBC713.06",4.918
"4619","SPAC3F10.19",1.408
"4620","SPBC3H7.06c",1.474
"4621","SPBTRNAASN.02",0.074
"4622","SPAC2F7.03c",3.75
"4623","SPBC800.10c",4.095
"4624","SPBC713.10",1.167
"4625","SPNCRNA.1216",0.618
"4626","SPBPB2B2.01",2.182
"4627","SPNCRNA.1562",1.261
"4628","SPBC1105.14",4.529
"4629","SPACUNK4.13c",1.561
"4630","SPNCRNA.1585",0.977
"4631","SPAC1296.02",1.117
"4632","SPCC736.05",2.01
"4633","SPBC839.06",4.776
"4634","SPNCRNA.772",1.998
"4635","SPNCRNA.1146",1.833
"4636","SPAC29E6.04",0.619
"4637","SPNCRNA.920",1.255
"4638","SPBC609.04",2.367
"4639","SPAP8A3.05",3.349
"4640","SPBC1348.12",1.478
"4641","SPCC1450.03",1.035
"4642","SPBC1861.02",2.76
"4643","SPAP7G5.03",7.055
"4644","SPNCRNA.453",1.378
"4645","SPBC428.17c",2.21
"4646","SPAC19G12.09",1.213
"4647","SPATRNALEU.02",0.098
"4648","SPCC4B3.15",4.009
"4649","SPCC417.10",3.424
"4650","SPAC664.03",1.62
"4651","SPBC8D2.02c",2.307
"4652","SPCC663.06c",1.123
"4653","SPBC4B4.03",2.684
"4654","SPAC5H10.05c",2.514
"4655","SPNCRNA.699",0.651
"4656","SPCC1259.04",0.807
"4657","SPNCRNA.1022",0.925
"4658","SPBC27B12.03c",1.64
"4659","SPAC1556.02c",2.247
"4660","SPNCRNA.1628",2.245
"4661","SPBC839.03c",1.367
"4662","SPNCRNA.721",1.17
"4663","SPBC32F12.15",0.724
"4664","SPBC19G7.14c",1.609
"4665","SPNCRNA.471",0.567
"4666","SPNCRNA.1292",1.252
"4667","SPAC823.06",0.543
"4668","SPBPJ4664.02",12.261
"4669","SPAC22A12.06c",1.837
"4670","SPBC30D10.15",1.658
"4671","SPBC4.01",0.898
"4672","SPCC330.13",1.051
"4673","SPCC18B5.10c",1.24
"4674","SPNCRNA.1510",1.11
"4675","SPBC25B2.07c",2.023
"4676","SPBC609.02",1.214
"4677","SPAC26F1.11",1.879
"4678","SPBC16A3.13",2.325
"4679","SPAC17G8.05",1.231
"4680","SPAC3G9.08",1.516
"4681","SPNCRNA.804",0.644
"4682","SPCC569.02c",1.016
"4683","SPBC8E4.04",1.255
"4684","SPBC6B1.05c",2.476
"4685","SPNCRNA.1542",2.564
"4686","SPAC3F10.12c",1.572
"4687","SPBC25B2.10",1.208
"4688","SPCC338.15",1.865
"4689","SPBC21B10.04c",0.581
"4690","SPBC19G7.15",1.737
"4691","SPBC359.01",2.613
"4692","SPAC1565.02c",1.522
"4693","SPBC27B12.11c",2.858
"4694","SPBC32H8.11",2.161
"4695","SPAC22F3.03c",4.322
"4696","SPNCRNA.937",1.315
"4697","SPAC521.04c",3.459
"4698","SPCC1322.15",0.826
"4699","SPNCRNA.974",0.914
"4700","SPNCRNA.426",1.408
"4701","SPAC27E2.14",0.474
"4702","SPAC7D4.10",2.021
"4703","SPNCRNA.1566",2.129
"4704","SPATRNAARG.03",0.073
"4705","SPBC1703.01c",1.056
"4706","SPAC17G6.10",1.834
"4707","SPACUNK4.11c",0.793
"4708","SPBC18A7.02c",3.39
"4709","SPNCRNA.1086",2.131
"4710","SPNCRNA.255",0.565
"4711","SPAC1039.05c",3.116
"4712","SPAC24B11.07c",2.437
"4713","SPAC20H4.10",3.281
"4714","SPBC24C6.05",1.138
"4715","SPCC132.04c",3.629
"4716","SPNCRNA.1066",1.053
"4717","SPBC577.05c",0.799
"4718","SPAC1786.03",1.971
"4719","SPBC106.12c",1.561
"4720","SPCC1795.09",2.759
"4721","SPBC1652.01",3.035
"4722","SPAC20H4.06c",2.036
"4723","SPAC13C5.01c",1.331
"4724","SPBC365.01",1.813
"4725","SPAPB1A10.06c",3.943
"4726","SPNCRNA.694",0.741
